SchemaName,TableName,create_date,modify_date
mis,MisReportHeaderDetail,2025-02-24 14:49:21.703,2025-02-24 14:49:21.703
mis,MisReportHeaderType,2025-02-24 14:49:22.170,2025-02-24 14:49:22.170
mis,SegregationOfFullReportOrObservation,2025-11-11 11:58:31.040,2025-11-11 11:58:31.040
ofl,ActiveInactiveStatus_STAGE,2022-10-04 15:57:19.277,2022-10-04 15:57:19.277
ofl,AppComponent_STAGE,2022-10-04 12:28:35.087,2022-10-04 12:28:35.087
ofl,AppComponentGroup_STAGE,2022-10-04 12:28:54.140,2022-10-04 12:28:54.140
ofl,AppComponentSection_STAGE,2022-10-04 12:29:07.863,2022-10-04 12:29:07.863
ofl,AppComponentType_STAGE,2022-10-11 11:43:39.050,2022-10-11 11:43:39.050
ofl,AppRoleAndPermission_STAGE,2022-10-04 12:29:36.450,2022-10-04 12:29:36.450
ofl,AppUser_STAGE,2022-10-04 12:30:01.513,2022-10-04 12:30:01.513
ofl,AppUserAuthOtp_STAGE,2022-10-04 12:30:13.130,2022-10-04 12:30:13.130
ofl,AspNetRoleClaims_STAGE,2022-10-04 12:30:25.433,2022-10-04 12:30:25.433
ofl,AspNetRoles_STAGE,2022-10-04 12:30:35.737,2022-10-04 12:30:35.737
ofl,AspNetUserClaims_STAGE,2022-10-04 12:30:45.750,2022-10-04 12:30:45.750
ofl,AspNetUserLogins_STAGE,2022-10-04 12:30:55.630,2022-10-04 12:30:55.630
ofl,AspNetUserRoles_STAGE,2022-10-04 12:31:05.700,2022-10-04 12:31:05.700
ofl,AspNetUsers_STAGE,2022-10-04 12:31:17.537,2022-10-04 12:31:17.537
ofl,AspNetUserTokens_STAGE,2022-10-04 12:31:24.917,2022-10-04 12:31:24.917
ofl,AudConObsAccusedPerson_STAGE,2022-10-04 11:23:12.737,2022-10-04 11:23:12.737
ofl,AuditCategory_STAGE,2022-10-04 15:57:56.437,2022-10-04 15:57:56.437
ofl,AuditConduction_STAGE,2022-10-04 11:24:03.147,2022-10-04 11:24:03.147
ofl,AuditConductionControl_STAGE,2022-10-04 11:24:32.777,2022-10-04 11:24:32.777
ofl,AuditConductionControlAssertion_STAGE,2022-10-04 11:24:51.280,2022-10-04 11:24:51.280
ofl,AuditConductionControlDetail_STAGE,2022-10-04 11:25:11.493,2022-10-04 11:25:11.493
ofl,AuditConductionControlSampleInfo_STAGE,2022-10-04 11:25:25.937,2022-10-04 11:25:25.937
ofl,AuditConductionDesignAssesment_STAGE,2022-10-04 11:25:40.777,2022-10-04 11:25:40.777
ofl,AuditConductionDocument_STAGE,2022-10-04 11:25:53.350,2022-10-04 11:25:53.350
ofl,AuditConductionDocumentType_STAGE,2022-10-04 11:26:05.370,2022-10-04 11:26:05.370
ofl,AuditConductionMeeting_STAGE,2022-10-04 11:26:15.570,2022-10-04 11:26:15.570
ofl,AuditConductionMeetingDecision_STAGE,2022-10-04 11:26:27.523,2022-10-04 11:26:27.523
ofl,AuditConductionMeetingDetail_STAGE,2022-10-04 11:26:38.870,2022-10-04 11:26:38.870
ofl,AuditConductionMeetingExpectation_STAGE,2022-10-04 11:26:51.680,2022-10-04 11:26:51.680
ofl,AuditConductionMeetingFocusArea_STAGE,2022-10-04 11:27:03.303,2022-10-04 11:27:03.303
ofl,AuditConductionMeetingMember_STAGE,2022-10-04 11:27:38.293,2022-10-04 11:27:38.293
ofl,AuditConductionMeetingStatus_STAGE,2022-10-04 11:27:57.340,2022-10-04 11:27:57.340
ofl,AuditConductionMeetingType_STAGE,2022-10-04 11:28:09.160,2022-10-04 11:28:09.160
ofl,AuditConductionMovement_STAGE,2022-10-04 11:28:20.593,2022-10-04 11:28:20.593
ofl,AuditConductionObservation_STAGE,2022-10-04 11:28:33.233,2022-10-04 11:28:33.233
ofl,AuditConductionObservationComment_STAGE,2022-10-04 11:28:43.650,2022-10-04 11:28:43.650
ofl,AuditConductionObservationControl_STAGE,2022-10-04 11:28:53.647,2022-10-04 11:28:53.647
ofl,AuditConductionObservationDesignAssesment_STAGE,2022-10-04 11:29:03.323,2022-10-04 11:29:03.323
ofl,AuditConductionObservationRecommend_STAGE,2022-10-04 11:29:13.810,2022-10-04 11:29:13.810
ofl,AuditConductionObservationRow_STAGE,2022-10-04 11:29:23.620,2022-10-04 11:29:23.620
ofl,AuditConductionObservationRowColumn_STAGE,2022-10-04 11:29:38.230,2022-10-04 11:29:38.230
ofl,AuditConductionObservationSubstantive_STAGE,2022-10-04 11:29:51.597,2022-10-04 11:29:51.597
ofl,AuditConductionObservationType_STAGE,2022-10-04 11:30:16.340,2022-10-04 11:30:16.340
ofl,AuditConductionPlanningDocument_STAGE,2022-10-04 11:30:27.117,2022-10-04 11:30:27.117
ofl,AuditConductionPlanningDocumentStage_STAGE,2022-10-04 11:30:37.560,2022-10-04 11:30:37.560
ofl,AuditConductionPlanningDocumentStageGroup_STAGE,2022-10-04 11:30:58.973,2022-10-04 11:30:58.973
ofl,AuditConductionPlanningDocumentStatus_STAGE,2022-10-04 11:31:17.820,2022-10-04 11:31:17.820
ofl,AuditConductionPlanningProcess_STAGE,2022-10-04 11:31:32.717,2022-10-04 11:31:32.717
ofl,AuditConductionPlanningSubProcess_STAGE,2022-10-04 11:31:47.327,2022-10-04 11:31:47.327
ofl,AuditConductionStatus_STAGE,2022-10-04 11:32:00.333,2022-10-04 11:32:00.333
ofl,AuditConductionStep_STAGE,2022-10-04 11:32:26.400,2022-10-04 11:32:26.400
ofl,AuditConductionSubstantive_STAGE,2022-10-04 11:32:52.550,2022-10-04 11:32:52.550
ofl,AuditConductionSubstantiveAssertion_STAGE,2022-10-04 11:33:04.700,2022-10-04 11:33:04.700
ofl,AuditConductionSubstantiveDetail_STAGE,2022-10-04 11:33:16.477,2022-10-04 11:33:16.477
ofl,AuditConductionSubstantiveSampleInfo_STAGE,2022-10-04 11:33:34.887,2022-10-04 11:33:34.887
ofl,AuditStep_STAGE,2022-10-04 15:58:08.843,2022-10-04 15:58:08.843
ofl,AuditType_STAGE,2022-10-04 15:58:21.367,2022-10-04 15:58:21.367
ofl,BracStaffStatus_STAGE,2022-10-04 15:58:35.367,2022-10-04 15:58:35.367
ofl,Branch_STAGE,2022-09-28 14:48:32.107,2022-09-28 15:02:28.473
ofl,BranchProject_STAGE,2022-10-03 11:25:49.327,2022-10-03 11:25:49.327
ofl,BranchProjectAudit_STAGE,2022-10-03 11:26:39.337,2022-10-03 11:26:39.337
ofl,BranchProjectOrgArea_STAGE,2022-10-03 11:26:59.873,2022-10-03 11:26:59.873
ofl,BranchProjectOrgDistrict_STAGE,2022-10-03 11:28:50.010,2022-10-03 11:28:50.010
ofl,BranchProjectOrgDivision_STAGE,2022-10-03 11:32:53.710,2022-10-03 11:32:53.710
ofl,BranchProjectOrgUpazila_STAGE,2022-10-03 11:34:41.000,2022-10-03 11:34:41.000
ofl,BranchProjectRisk_STAGE,2022-10-03 11:36:08.700,2022-10-03 11:36:08.700
ofl,BranchProjectRiskDetail_STAGE,2022-10-03 11:36:33.747,2022-10-03 11:36:33.747
ofl,BRiskProject_STAGE,2022-10-03 11:37:01.113,2022-10-03 11:37:01.113
ofl,Compliance_STAGE,2022-10-04 11:33:54.403,2022-10-04 11:33:54.403
ofl,Contain_STAGE,2022-10-04 15:58:47.117,2022-10-04 15:58:47.117
ofl,Container_STAGE,2022-10-04 15:59:00.557,2022-10-04 15:59:00.557
ofl,ContainerContain_STAGE,2022-10-04 15:59:14.077,2022-10-04 15:59:14.077
ofl,ContainerContainRow_STAGE,2022-10-04 15:59:28.200,2022-10-04 15:59:28.200
ofl,ContainerContainRowColumn_STAGE,2022-10-04 15:59:47.770,2022-10-04 15:59:47.770
ofl,ContainerStaging_STAGE,2022-10-04 16:00:00.907,2022-10-04 16:00:00.907
ofl,ContainType_STAGE,2022-10-04 16:00:13.367,2022-10-04 16:00:13.367
ofl,Country_STAGE,2022-10-03 11:37:26.440,2022-10-03 11:37:26.440
ofl,DashboardCard_STAGE,2022-10-04 16:00:26.637,2022-10-04 16:00:26.637
ofl,Department_STAGE,2022-10-04 16:00:39.600,2022-10-04 16:00:39.600
ofl,Depratment_STAGE,2022-10-04 16:00:51.483,2022-10-04 16:00:51.483
ofl,Designation_STAGE,2022-10-04 16:01:04.567,2022-10-04 16:01:04.567
ofl,District_STAGE,2022-10-03 11:37:48.177,2022-10-03 11:37:48.177
ofl,Division_STAGE,2022-10-03 11:38:11.917,2022-10-03 11:38:11.917
ofl,DonarInformation_STAGE,2022-10-04 16:01:21.880,2022-10-04 16:01:21.880
ofl,EmailAddressBook_STAGE,2022-10-04 16:01:43.603,2022-10-04 16:01:43.603
ofl,EmailDirectoryUpdateHistory_STAGE,2022-10-04 16:01:59.033,2022-10-04 16:01:59.033
ofl,EmailGroup_STAGE,2022-10-04 16:02:10.080,2022-10-04 16:02:10.080
ofl,EmailGroupDetail_STAGE,2022-10-04 16:13:53.420,2022-10-04 16:13:53.420
ofl,EntranceMeetingDecision_STAGE,2022-10-04 11:34:13.927,2022-10-04 11:34:13.927
ofl,Heading_STAGE,2022-10-04 16:14:17.397,2022-10-04 16:14:17.397
ofl,HeadingSource_STAGE,2022-10-04 16:14:33.117,2022-10-04 16:14:33.117
ofl,HeadingType_STAGE,2022-10-04 16:14:54.920,2022-10-04 16:14:54.920
ofl,Language_STAGE,2022-10-04 16:15:12.247,2022-10-04 16:15:12.247
ofl,LOG_STAGE,2022-10-13 12:25:48.080,2022-10-13 12:25:48.080
ofl,MovementType_STAGE,2022-10-04 16:15:24.523,2022-10-04 16:15:24.523
ofl,Observation_STAGE,2022-10-04 16:16:09.757,2022-10-04 16:16:09.757
ofl,Observation_TMP_STAGE,2022-10-04 16:18:09.520,2022-10-04 16:18:09.520
ofl,ObservationCategory_STAGE,2022-10-04 16:19:01.617,2022-10-04 16:19:01.617
ofl,ObservationCharacteristic_STAGE,2022-10-04 16:21:55.910,2022-10-04 16:21:55.910
ofl,ObservationCharacteristicDetail_STAGE,2022-10-04 16:22:11.970,2022-10-04 16:22:11.970
ofl,ObservationDetail_STAGE,2022-10-04 16:22:26.167,2022-10-04 16:22:26.167
ofl,Organization_STAGE,2022-10-03 11:38:38.270,2022-10-03 11:38:38.270
ofl,OrgArea_STAGE,2022-10-03 11:38:54.780,2022-10-03 11:38:54.780
ofl,OrgDistrict_STAGE,2022-10-03 11:39:28.133,2022-10-03 11:39:28.133
ofl,OrgDivision_STAGE,2022-10-03 11:39:47.117,2022-10-03 11:39:47.117
ofl,OrgUpazila_STAGE,2022-10-03 11:40:12.317,2022-10-03 11:40:12.317
ofl,PlanningDocumentComment_STAGE,2022-10-04 11:34:24.410,2022-10-04 11:34:24.410
ofl,PlanningDocumentRequisition_STAGE,2022-10-04 11:34:35.193,2022-10-04 11:34:35.193
ofl,PlanningDocumentRequisitionSlotDetail_STAGE,2022-10-04 11:34:56.967,2022-10-04 11:34:56.967
ofl,Programme_STAGE,2022-10-03 11:40:38.410,2022-10-03 11:40:38.410
ofl,ProgrammeGroup_STAGE,2022-10-03 11:41:01.280,2022-10-03 11:41:01.280
ofl,ProgrammeGroupProgramme_STAGE,2022-10-03 11:41:21.850,2022-10-03 11:41:21.850
ofl,ProgrammeSubProgramme_STAGE,2022-10-03 11:41:40.937,2022-10-03 11:41:40.937
ofl,Project_STAGE,2022-10-03 11:42:14.327,2022-10-03 11:42:14.327
ofl,QueryDataDictionary_STAGE,2022-10-04 16:22:38.477,2022-10-04 16:22:38.477
ofl,ReportContent_STAGE,2022-10-04 16:22:55.153,2022-10-04 16:22:55.153
ofl,ReportContentHeading_STAGE,2022-10-04 16:23:08.717,2022-10-04 16:23:08.717
ofl,ReportTemplate_STAGE,2022-10-04 16:23:19.887,2022-10-04 16:23:19.887
ofl,ReportType_STAGE,2022-10-04 16:23:34.003,2022-10-04 16:23:34.003
ofl,ReportWritingAnnexure_STAGE,2022-10-04 11:35:12.230,2022-10-04 11:35:12.230
ofl,ReportWritingAPR_STAGE,2022-10-04 11:36:24.543,2022-10-04 11:36:24.543
ofl,ReportWritingBasicInformation_STAGE,2022-10-04 11:36:38.343,2022-10-04 11:36:38.343
ofl,ReportWritingConplianceExternal_STAGE,2022-10-04 11:36:59.100,2022-10-04 11:36:59.100
ofl,ReportWritingConplianceICQ_STAGE,2022-10-04 11:37:12.820,2022-10-04 11:37:12.820
ofl,ReportWritingConplianceInternal_STAGE,2022-10-04 11:37:31.453,2022-11-14 17:01:28.763
ofl,ReportWritingConplianceStatus_STAGE,2022-10-04 11:37:54.177,2022-10-04 11:37:54.177
ofl,ReportWritingEngagementBackground_STAGE,2022-10-04 11:38:06.460,2022-10-04 11:38:06.460
ofl,ReportWritingExecutiveSummary_STAGE,2022-10-04 11:38:19.037,2022-10-04 11:38:19.037
ofl,ReportWritingFinancialInformation_STAGE,2022-10-04 11:38:31.423,2022-10-04 11:38:31.423
ofl,ReportWritingForwardingLetter_STAGE,2022-10-04 11:38:43.213,2022-10-04 11:38:43.213
ofl,ReportWritingForwardingLetterRow_STAGE,2022-10-04 11:39:05.707,2022-10-04 11:39:05.707
ofl,ReportWritingForwardingLetterRowColumn_STAGE,2022-10-04 11:39:40.217,2022-10-04 11:39:40.217
ofl,ReportWritingForwardingLetterTemplate_STAGE,2022-10-04 11:39:53.907,2022-10-04 11:39:53.907
ofl,ReportWritingIAD_STAGE,2022-10-04 11:40:05.990,2022-10-04 11:40:05.990
ofl,ReportWritingIcqCategory_STAGE,2022-10-04 11:40:17.397,2022-10-04 11:40:17.397
ofl,ReportWritingIcqParticular_STAGE,2022-10-04 11:40:30.160,2022-10-04 11:40:30.160
ofl,ReportWritingPageIndex_STAGE,2022-10-04 11:40:44.877,2022-10-04 11:40:44.877
ofl,ReportWritingPageIndexSection_STAGE,2022-10-04 11:41:00.280,2022-10-04 11:41:00.280
ofl,ReportWritingPageIndexTemplate_STAGE,2022-10-04 11:41:16.590,2022-10-04 11:41:16.590
ofl,ReportWritingReportCategory_STAGE,2022-10-04 11:41:32.183,2022-10-04 11:41:32.183
ofl,ReportWritingReportSignature_STAGE,2022-10-04 11:41:42.893,2022-10-04 11:41:42.893
ofl,RiskCriteria_STAGE,2022-10-04 16:23:44.847,2022-10-04 16:23:44.847
ofl,RiskCriteriaCategory_STAGE,2022-10-04 16:23:56.117,2022-10-04 16:23:56.117
ofl,RiskType_STAGE,2022-10-04 16:24:09.257,2022-10-04 16:24:09.257
ofl,StructureCategory_STAGE,2022-10-04 16:24:28.087,2022-10-04 16:24:28.087
ofl,StructureElement_STAGE,2022-10-04 16:24:38.600,2022-10-04 16:24:38.600
ofl,StructureType_STAGE,2022-10-04 16:24:53.367,2022-10-04 16:24:53.367
ofl,SubProgramme_STAGE,2022-10-03 11:42:38.210,2022-10-03 11:42:38.210
ofl,SubProgrammeProject_STAGE,2022-10-03 11:43:03.850,2022-10-03 11:43:03.850
ofl,TablePropertyConfiguration,2022-10-13 17:23:12.367,2022-10-13 17:23:13.493
ofl,Upazila_STAGE,2022-10-03 11:43:26.827,2022-10-03 11:43:26.827
ofl,UserRefreshToken_STAGE,2022-10-04 12:31:34.490,2022-10-04 12:31:34.490
ofl,UserRole_STAGE,2022-10-04 12:31:43.067,2022-10-04 12:31:43.067
ofl,Zone_STAGE,2022-10-04 16:25:12.690,2022-10-04 16:25:12.690
onl,AuditConduction_STAGE,2022-10-13 18:03:14.767,2022-10-13 18:03:14.767
onl,AuditConductionControl_STAGE,2022-10-13 18:25:37.720,2022-10-20 12:25:04.493
onl,AuditConductionControlAssertion_STAGE,2022-10-13 18:44:41.547,2022-10-13 18:44:41.547
onl,AuditConductionControlDetail_STAGE,2022-10-13 18:32:47.030,2022-10-13 18:32:47.030
onl,AuditConductionDesignAssesment_STAGE,2022-10-13 18:35:02.680,2022-10-13 18:35:02.680
onl,AuditConductionMovement_STAGE,2022-10-13 18:36:20.380,2022-10-13 18:36:20.380
onl,AuditConductionObservation_STAGE,2022-10-13 18:39:44.427,2022-10-13 18:39:44.427
onl,AuditConductionObservationDesignAssesment_STAGE,2022-10-13 18:40:29.843,2022-10-13 18:40:29.843
onl,AuditConductionObservationSubstantive_STAGE,2022-10-13 18:41:27.137,2022-10-13 18:41:27.137
onl,AuditConductionPlanningDocument_STAGE,2022-10-13 18:11:47.257,2022-10-13 18:11:47.257
onl,AuditConductionPlanningProcess_STAGE,2022-10-13 18:13:15.060,2022-10-13 18:13:15.060
onl,AuditConductionPlanningSubProcess_STAGE,2022-10-13 18:14:17.620,2022-10-13 18:14:17.620
onl,AuditConductionSubstantive_STAGE,2022-10-13 18:37:43.583,2022-10-13 18:37:43.583
onl,AuditConductionSubstantiveAssertion_STAGE,2022-10-13 18:38:42.760,2022-10-13 18:38:42.760
onl,Observation_STAGE,2022-10-13 18:46:59.413,2022-10-13 18:46:59.413
pld,Assertion,2022-08-21 12:37:54.000,2023-09-24 14:33:55.687
pld,AudConSubstantiveTestProcedureMap,2023-09-04 13:12:44.777,2023-09-04 13:12:44.777
pld,AuditConductionControlMap,2023-09-10 11:47:02.007,2023-09-10 11:47:02.007
pld,AuditConductionDesignAssesmentMap,2023-09-17 14:54:30.097,2023-09-17 14:54:30.097
pld,ControlQuestion,2023-07-24 10:53:16.850,2023-10-09 11:54:22.447
pld,ControlQuestionDetail,2023-07-24 10:53:30.123,2023-07-24 10:53:30.123
pld,DesignAssesment,2022-05-23 11:56:14.997,2023-10-08 17:39:32.457
pld,DesignAssesmentDetail,2022-05-23 11:56:30.990,2022-05-23 11:59:19.070
pld,FrequencyOfControl,2022-08-22 07:13:56.180,2023-09-24 14:08:06.623
pld,NatureOfControl,2022-05-23 11:44:28.970,2023-09-24 14:03:06.453
pld,PdControl,2023-10-16 12:01:17.583,2023-10-16 12:01:17.700
pld,PdControlQuestionMap,2023-08-01 17:37:27.590,2023-08-10 12:46:12.863
pld,PerformProcedure,2022-08-22 07:11:50.013,2022-08-22 07:11:50.917
pld,PlanningDiagram,2024-11-24 18:18:49.290,2024-11-24 18:36:38.003
pld,PlanningDiagramFile,2024-11-24 18:36:30.953,2024-11-24 18:36:38.000
pld,PlanningDiagramFileTemp,2024-07-02 18:51:53.133,2024-07-02 18:51:53.133
pld,PlanningDocument,2023-09-13 16:09:14.177,2025-02-24 14:58:29.890
pld,PlanningProcess,2022-04-10 11:12:17.837,2023-10-08 17:39:24.697
pld,PlanningSubProcess,2022-04-10 11:13:44.243,2023-11-19 12:25:01.990
pld,RiskLevel,2022-08-22 07:09:50.380,2022-08-22 07:09:51.293
pld,SubstantiveTestProcedure,2022-05-23 11:55:58.807,2023-10-08 17:39:41.957
sch,AuditSchedule,2025-02-24 14:53:25.657,2026-02-23 12:12:37.827
sch,AuditScheduleAuditor,2022-03-14 17:01:00.500,2026-05-06 16:14:45.687
sch,AuditScheduleComment,2023-09-19 12:33:38.327,2023-09-19 12:33:38.327
sch,AuditScheduleCommunicator,2022-04-25 14:52:50.463,2022-04-25 14:52:51.297
sch,AuditScheduleDetail,2022-03-02 11:13:03.633,2022-03-02 11:13:04.867
sch,AuditScheduleLockUnLock,2023-08-06 12:06:11.097,2023-08-06 12:06:11.097
sch,AuditScheduleLockUnLockHistory,2023-08-08 13:03:59.233,2023-08-08 13:03:59.233
sch,AuditScheduleManagementHierarchy,2025-02-24 14:50:57.137,2025-02-24 14:50:57.137
sch,AuditScheduleStatus,2025-02-24 14:59:04.670,2025-02-24 14:59:04.670
sch,AuditScheduleType,2025-02-24 14:49:18.510,2025-02-24 14:49:18.510
sch,ExternalAuditSchedule,2022-08-16 08:41:02.637,2022-08-16 08:41:02.637
sch,ExternalScheduleFileUpload,2022-08-16 08:41:13.663,2022-08-16 08:41:13.663
sch,ForwardingLetter,2023-08-09 15:23:13.877,2023-09-18 12:38:51.997
sch,ForwardingLetterAuditType,2022-07-21 11:16:22.067,2022-07-21 11:16:22.067
sch,ForwardingLetterComment,2023-09-10 12:32:26.467,2023-09-10 12:32:26.760
sch,ForwardingLetterDetail,2023-08-09 15:20:23.687,2024-11-24 18:11:28.763
sch,ForwardingLetterGroupTemplate,2022-05-17 10:38:33.660,2022-05-17 10:38:33.660
sch,ForwardingLetterProgramme,2023-08-07 11:10:27.227,2023-08-07 11:10:27.983
sch,ForwardingLetterProgrammeGroup,2023-08-07 11:10:10.247,2023-08-07 11:10:11.583
sch,ForwardingLetterReportType,2023-08-09 14:45:34.967,2023-08-09 14:55:48.887
sch,ForwardingLetterStatus,2023-08-01 11:39:27.833,2023-08-01 11:39:28.143
sec,AppComponent,2024-05-11 17:53:54.973,2024-05-11 17:53:55.673
sec,AppComponentGroup,2021-12-01 12:09:06.320,2024-05-11 17:53:55.573
sec,AppComponentSection,2021-12-01 12:09:34.797,2021-12-01 13:08:21.290
sec,AppComponentType,2021-12-01 12:09:40.057,2024-05-11 17:53:55.673
sec,AppDataEntityAuditLog,2025-02-24 15:00:45.623,2025-02-24 15:00:45.623
sec,AppDataEntityFieldDefinition,2025-04-28 17:53:01.460,2025-04-28 17:53:01.460
sec,AppReportColumn,2025-05-27 15:00:08.967,2025-06-17 12:18:04.530
sec,AppRoleAndPermission,2021-12-27 15:08:53.493,2025-05-28 15:24:46.407
sec,AppRoleReportColumnPermission,2025-05-27 15:00:58.200,2025-05-27 15:00:58.200
sec,AppSubComponent,2025-03-25 10:15:09.540,2025-03-25 10:15:09.540
sec,AppUser,2024-11-24 18:32:38.350,2024-11-24 18:32:41.400
sec,AppUserAuthOtp,2022-07-21 13:01:24.420,2022-07-21 13:01:57.800
sec,AppUserLocation,2023-07-20 12:16:03.200,2023-07-20 12:16:04.143
sec,AppUserPermission,2023-06-26 11:47:39.323,2023-06-26 11:47:40.437
sec,AppUserReportColumnPermission,2025-06-02 12:19:58.700,2025-06-02 12:19:59.887
sec,AppUserReportProjectPermission,2026-07-15 16:45:28.500,2026-07-15 16:45:28.500
sec,AppUserTm,2024-11-24 18:32:35.773,2024-11-24 18:32:35.773
sec,AspNetRoleClaims,2021-12-01 12:09:50.663,2022-02-16 14:29:17.120
sec,AspNetRoles,2022-02-16 14:23:37.490,2022-03-09 19:08:48.697
sec,AspNetUserClaims,2022-02-16 14:01:09.623,2022-02-16 14:01:10.470
sec,AspNetUserLogins,2021-12-01 13:08:08.680,2022-01-27 17:10:08.323
sec,AspNetUserRoles,2022-01-06 12:18:38.113,2022-03-07 19:55:57.390
sec,AspNetUsers,2022-01-27 17:10:05.297,2025-04-21 20:11:38.930
sec,AspNetUserTokens,2021-12-01 12:07:13.417,2022-08-21 13:07:35.510
sec,DetailEntityFieldDefinition,2025-02-24 14:58:15.653,2025-02-24 14:58:15.653
sec,UserLoginAsHistory,2025-04-21 20:11:28.280,2025-04-21 20:11:28.280
sec,UserLogInOutHistory,2023-12-24 12:54:41.510,2023-12-24 12:54:41.637
sec,UserRefreshToken,2022-08-21 11:07:43.540,2022-08-21 11:07:43.540
sec,UserRole,2022-08-22 05:44:28.667,2022-08-22 05:44:29.583
std,ActiveInactiveStatus,2022-08-23 06:44:50.497,2022-08-23 06:45:39.013
std,AuditCategory,2022-08-29 16:52:55.690,2026-08-06 15:52:48.733
std,AuditStep,2022-07-21 12:43:41.067,2022-07-21 12:43:41.067
std,AuditType,2022-08-22 07:05:28.740,2026-08-06 15:52:48.583
std,BracStaffStatus,2022-09-04 16:31:26.440,2022-09-04 18:00:03.513
std,BusinessUnit,2025-04-28 17:51:51.030,2025-04-28 17:51:51.030
std,ChangeRequestDesiredStatus,2025-10-14 15:00:15.010,2025-10-14 15:00:15.010
std,ChangeRequestType,2025-10-19 13:51:41.100,2025-10-19 13:51:41.100
std,ComplianceExternal,2023-11-01 18:49:54.937,2023-11-01 18:49:55.257
std,ComplianceExternalDetail,2023-10-30 15:24:05.990,2023-11-01 18:49:28.327
std,Component,2023-03-07 16:07:30.557,2023-12-05 16:44:40.063
std,Contain,2022-08-22 06:58:31.953,2022-08-22 06:58:32.847
std,Container,2022-08-22 06:56:18.773,2022-08-22 06:56:19.677
std,ContainerContain,2022-07-21 12:37:44.017,2022-07-21 12:37:44.017
std,ContainerContainRow,2022-07-21 12:37:48.670,2022-07-21 12:37:48.670
std,ContainerContainRowColumn,2022-07-21 12:37:54.090,2022-07-21 12:37:54.090
std,ContainerStaging,2022-09-27 15:12:29.317,2022-09-27 15:12:29.317
std,ContainType,2022-08-16 11:55:05.833,2022-08-16 11:55:05.833
std,DashboardCard,2022-07-21 12:44:18.753,2022-07-21 12:44:18.753
std,Department,2022-03-13 15:24:26.967,2022-03-13 15:24:27.163
std,Depratment,2021-09-19 18:50:22.997,2023-06-12 13:15:03.800
std,Designation,2022-08-22 06:41:18.453,2026-04-09 17:46:08.773
std,DocumentRequisition,2025-02-24 14:55:58.710,2025-02-24 14:55:58.710
std,DocumentRequisitionDetail,2025-02-24 14:55:59.200,2025-03-10 11:27:56.130
std,DocumentRequisitionDetailDoc,2025-02-24 14:56:00.157,2025-02-24 14:56:01.640
std,Donor,2022-11-21 14:32:43.883,2022-11-23 17:17:33.607
std,EmailAddressBook,2023-06-11 17:28:02.013,2023-08-08 16:33:13.657
std,EmailDirectoryUpdateHistory,2022-09-03 16:07:49.953,2022-09-03 16:07:50.207
std,EmailGroup,2022-08-22 04:43:03.783,2023-06-12 13:15:03.800
std,EmailGroupDetail,2021-10-09 12:36:02.607,2023-06-11 17:03:28.613
std,Heading,2022-08-22 06:39:38.097,2023-01-19 11:27:57.790
std,HeadingSource,2022-07-21 12:41:26.423,2022-07-21 12:41:26.423
std,HeadingType,2022-08-21 13:17:54.953,2022-08-21 13:17:55.913
std,IcqQuarter,2023-10-30 13:59:29.033,2023-10-30 13:59:29.073
std,IcqQuestionBank,2023-10-30 11:42:58.973,2026-04-30 16:16:45.363
std,IcqQuestionBankDetail,2023-11-12 16:45:26.230,2026-04-09 12:06:47.347
std,IcqQuestionBankFile,2026-04-16 17:23:49.340,2026-04-16 17:23:49.340
std,Language,2021-08-22 15:10:24.510,2022-08-22 09:18:42.230
std,MemberType,2025-02-24 15:46:05.093,2025-02-24 15:46:05.093
std,MovementType,2022-08-21 10:20:38.260,2022-08-21 10:20:39.153
std,NotificationEvent,2023-04-18 09:52:49.083,2023-04-18 12:32:26.943
std,NotificationEventDetail,2023-04-18 09:52:54.190,2023-04-18 12:32:30.340
std,NotificationTemplate,2025-09-09 17:57:20.977,2025-09-15 13:52:11.393
std,NotificationTemplate_Backup,2025-10-14 12:57:56.810,2025-10-14 12:57:56.810
std,Observation,2022-08-22 09:18:40.483,2022-08-22 09:18:43.097
std,Observation_TMP,2022-09-13 12:50:46.243,2022-09-13 12:50:46.810
std,ObservationCategory,2022-08-22 06:35:04.657,2026-04-13 16:32:38.887
std,ObservationCharacteristic,2023-11-09 21:11:24.317,2024-11-24 18:24:55.113
std,ObservationCharacteristicDetail,2024-11-24 18:24:53.707,2024-11-24 18:24:55.430
std,ObservationCharacteristicNote,2022-11-28 12:35:30.990,2022-11-28 12:35:30.990
std,ObservationDetail,2021-09-16 18:00:47.853,2024-11-24 18:24:55.587
std,ObservationKeyWord,2025-02-24 15:37:23.910,2025-02-24 15:38:42.250
std,Principal,2023-03-07 16:07:30.670,2023-12-05 16:30:17.057
std,QueryDataDictionary,2022-01-24 17:50:20.133,2025-05-18 17:18:54.150
std,ReportContent,2021-08-22 12:10:24.163,2021-09-19 18:58:27.160
std,ReportContentHeading,2021-09-27 16:55:56.747,2022-08-22 05:37:18.540
std,ReportTemplate,2021-08-22 12:10:24.170,2021-09-19 18:59:16.237
std,ReportType,2022-08-22 06:00:55.367,2024-05-11 17:26:55.137
std,RiskCriteria,2022-08-30 20:53:12.940,2022-08-30 21:18:26.707
std,RiskCriteriaCategory,2021-09-23 13:09:34.530,2022-08-30 20:53:08.737
