SchemaName,TableName,IndexName,is_primary_key,is_unique,is_unique_constraint,key_ordinal,ColumnName
adc,ReportWritingPermSetting,PK__ReportWritingPermSetting,1,1,0,1,ReportWritingPermSettingId
adc,ReportWritingPermSettingAuditType,PK_ReportWritingPermSettingAuditType,1,1,0,1,ReportWritingPermSettingAuditTypeId
adc,ReportWritingPermSettingProgrammeGroup,PK_ReportWritingPermSettingProgrammeGroup,1,1,0,1,ReportWritingPermSettingProgrammeGroupId
adc,ReportWritingPermSettingReportType,PK_ReportWritingPermSettingReportType,1,1,0,1,ReportWritingPermSettingReportTypeId
adc,ReportWritingReport,PK_ReportWritingReport,1,1,0,1,ReportWritingReportId
adc,ReportWritingReportCategory,PK_ReportWritingReportCategory,1,1,0,1,ReportWritingReportCategoryId
adc,ReportWritingReportDoc,PK_ReportWritingReportDoc,1,1,0,1,ReportWritingReportDocId
adc,ReportWritingReportGenerateDoc,PK_ReportWritingReportGenerateDoc,1,1,0,1,ReportWritingReportGenerateDocId
adc,ReportWritingReportHistory,PK_ReportWritingReportHistory,1,1,0,1,ReportWritingReportHistoryId
adc,ReportWritingReportNotification,PK_ReportWritingReportNotification,1,1,0,1,ReportWritingReportNotificationId
adc,ReportWritingReportSignature,PK_ReportWritingReportSignature,1,1,0,1,ReportSignatureId
adc,ReportWritingReportType,PK__ReportWr__54152662626DC4BC,1,1,0,1,ReportWritingReportTypeId
adc,ReportWritingReportVersionDoc,PK_ReportWritingReportVersionDoc,1,1,0,1,ReportWritingReportVersionDocId
adc,ReportWritingRulesSetting,PK_ReportWritingRulesSetting,1,1,0,1,ReportRulesSettingsId
adc,ReportWritingSection,PK_ReportWritingSection,1,1,0,1,ReportSectionId
adc,ReportWritingSectionDetail,PK_ReportWritingSectionDetail,1,1,0,1,SectionDetailId
adc,ReportWritingStatus,PK_ReportWritingStatus,1,1,0,1,ReportWritingStatusId
biams,BIAMSArchive,PK__BIAMSArc__3EF72CBC19DBD0E6,1,1,0,1,BIAMSArchiveId
biams,BIAMSAuditArchive,PK__BIAMSAud__BD7B7D2FB3720284,1,1,0,1,BIAMSAuditArchiveId
biams,BIAMSAuditBranchProject,PK__BIAMSAud__A3576C71D66A5F4F,1,1,0,1,BIAMSAuditBranchProjectId
biams,BIAMSAuditReport,PK__BIAMSAud__F6ED9C933F4B4160,1,1,0,1,BIAMSAuditReportId
